   0.0000000000 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.6101415464 	    3.2896829865 	    0.5998857774 
   0.0002019843 	    4.6101128709 	    3.2893375163 	    0.6015849418 	   0.8727521495 	   -0.4369574722 	   -0.2254858999 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.6094246597 	    3.2810462324 	    0.6423648880 
   0.0004039686 	    4.6100841955 	    3.2889920462 	    0.6032841062 	   0.8743019125 	   -0.4383627246 	   -0.2244753195 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.6071934996 	    3.2705999172 	    0.6890227211 
   0.0006059528 	    4.6100555200 	    3.2886465760 	    0.6049832707 	   0.8758516755 	   -0.4397679770 	   -0.2234647390 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.6033168021 	    3.2581930822 	    0.7403754966 
   0.0008079371 	    4.6100268445 	    3.2883011058 	    0.6066824351 	   0.8774014384 	   -0.4411732294 	   -0.2224541586 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.5976481180 	    3.2436591207 	    0.7970165040 
   0.0009914628 	    4.6100007896 	    3.2879872069 	    0.6082263192 	   0.8788095743 	   -0.4424500610 	   -0.2215359314 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.5908066442 	    3.2284548512 	    0.8536386157 
   0.0011749885 	    4.6099747347 	    3.2876733080 	    0.6097702032 	   0.8802177102 	   -0.4437268926 	   -0.2206177041 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.5822147209 	    3.2111915650 	    0.9157760213 
   0.0013585142 	    4.6099486798 	    3.2873594091 	    0.6113140873 	   0.8816258461 	   -0.4450037242 	   -0.2196994769 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.5717211305 	    3.1917035124 	    0.9841006155 
   0.0015420399 	    4.6099226248 	    3.2870455102 	    0.6128579714 	   0.8830339819 	   -0.4462805558 	   -0.2187812497 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.5591580827 	    3.1698093479 	    1.0593816943 
   0.0017159289 	    4.6098979380 	    3.2867480937 	    0.6143207880 	   0.8843681784 	   -0.4474903425 	   -0.2179112374 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.5451769334 	    3.1466655756 	    1.1379254642 
   0.0018898178 	    4.6098732512 	    3.2864506772 	    0.6157836046 	   0.8857023748 	   -0.4487001293 	   -0.2170412251 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.5289956744 	    3.1210004729 	    1.2243625539 
   0.0020637068 	    4.6098485644 	    3.2861532607 	    0.6172464213 	   0.8870365712 	   -0.4499099161 	   -0.2161712129 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.5104203778 	    3.0926147414 	    1.3196749165 
   0.0022375958 	    4.6098238776 	    3.2858558442 	    0.6187092379 	   0.8883707676 	   -0.4511197028 	   -0.2153012006 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.4892366066 	    3.0612923527 	    1.4249862734 
   0.0023931494 	    4.6098017938 	    3.2855897883 	    0.6200178107 	   0.8895642822 	   -0.4522019259 	   -0.2145229251 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.4678830283 	    3.0305937972 	    1.5287135693 
   0.0025487030 	    4.6097797101 	    3.2853237323 	    0.6213263834 	   0.8907577969 	   -0.4532841491 	   -0.2137446496 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.4440666021 	    2.9971794148 	    1.6425157855 
   0.0027042566 	    4.6097576263 	    3.2850576763 	    0.6226349562 	   0.8919513115 	   -0.4543663722 	   -0.2129663741 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.4175837725 	    2.9608582773 	    1.7675780383 
   0.0028598102 	    4.6097355426 	    3.2847916203 	    0.6239435290 	   0.8931448262 	   -0.4554485953 	   -0.2121880986 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.3882123977 	    2.9214278558 	    1.9052401795 
   0.0030030263 	    4.6097152103 	    3.2845466660 	    0.6251483149 	   0.8942436796 	   -0.4564449841 	   -0.2114715504 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.3584087877 	    2.8821920289 	    2.0444231255 
   0.0031462425 	    4.6096948781 	    3.2843017118 	    0.6263531009 	   0.8953425331 	   -0.4574413729 	   -0.2107550023 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.3257474681 	    2.8399654358 	    2.1968925640 
   0.0032894587 	    4.6096745459 	    3.2840567575 	    0.6275578869 	   0.8964413866 	   -0.4584377617 	   -0.2100384541 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.2900083426 	    2.7945679243 	    2.3641299491 
   0.0034326749 	    4.6096542136 	    3.2838118032 	    0.6287626729 	   0.8975402401 	   -0.4594341505 	   -0.2093219059 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.2509552310 	    2.7458148707 	    2.5477857031 
   0.0035541240 	    4.6096369716 	    3.2836040788 	    0.6297843467 	   0.8984720818 	   -0.4602791009 	   -0.2087142640 	    4.6101415464 	    3.2896829865 	    0.5998857774 	   0.8712023865 	   -0.4355522198 	   -0.2264964804 	    4.6101415464 	    3.2896829865 	    0.5998857774 	    4.2150537962 	    2.7017033937 	    2.7177502150 
